id,subject,treatment,fov,cell_type,roi_num,branch,spine,eventrate_pre,eventrate_post,amplitude_pre,amplitude_post,frequency_pre,frequency_post
3,Pons2-1,saline,FOV2,PT,179,10,NaN,0.852661438,0.795928583,1.166666667,1.127659574,0.730852661,0.705823461
4,Pons-3,saline,FOV1,PT,1,1,NaN,0.825963624,1.333222092,1.53250774,1.775555556,0.538962122,0.750876022
4,Pons-3,saline,FOV1,PT,44,2,NaN,1.983981312,2.631403304,1.622100955,1.976190476,1.223093609,1.331553479
4,Pons-3,saline,FOV1,PT,60,3,NaN,0.946103788,0.974470215,1.211538462,1.116634799,0.780911063,0.872684799
4,Pons-3,saline,FOV1,PT,91,4,NaN,0.855998665,0.872684799,1.201405152,1.124731183,0.712497914,0.775905223
4,Pons-3,saline,FOV1,PT,113,5,NaN,0.734189888,0.525613215,1.286549708,1.153846154,0.570665777,0.455531453
4,Pons-3,saline,FOV1,PT,148,6,NaN,1.713665944,1.331553479,1.424410541,1.133522727,1.203070249,1.174703821
4,Pons-3,saline,FOV1,PT,168,7,NaN,0.600700818,0.720840981,1.111111111,1.107692308,0.540630736,0.650759219
4,Pons-3,saline,FOV1,PT,192,8,NaN,1.087935925,1.291506758,1.288537549,1.2384,0.844318371,1.042883364
4,Pons-3,saline,FOV1,PT,218,9,NaN,1.812114133,1.540130152,1.562589928,1.40060698,1.159686301,1.099616219
4,Pons-3,saline,FOV1,PT,238,10,NaN,1.715334557,1.967295178,1.529761905,1.672340426,1.121308193,1.176372435
4,Pons-3,saline,FOV2,PT,1,1,NaN,0.777573836,1.481728683,1.60137457,1.315555556,0.485566494,1.126314033
4,Pons-3,saline,FOV2,PT,36,2,NaN,0.997830803,0.899382613,1.334821429,1.151709402,0.747538795,0.780911063
4,Pons-3,saline,FOV2,PT,67,3,NaN,0.749207409,1.334890706,1.103194103,1.315789474,0.679125647,1.014516936
4,Pons-3,saline,FOV2,PT,83,4,NaN,0.850992825,1.176372435,1.231884058,1.167218543,0.69080594,1.007842483
4,Pons-3,saline,FOV2,PT,111,5,NaN,0.9227432,1.403303854,1.152083333,1.119840213,0.800934423,1.25312865
4,Pons-3,saline,FOV2,PT,128,6,NaN,1.067912565,1.416652762,1.314168378,1.39408867,0.812614717,1.01618555
4,Pons-3,saline,FOV2,PT,152,7,NaN,1.12965126,1.308192892,1.145516074,1.175412294,0.986150509,1.112965126
4,Pons-3,saline,FOV2,PT,167,8,NaN,1.126314033,1.526781245,1.264044944,1.326086957,0.891039546,1.151343234
4,Pons-3,saline,FOV2,PT,189,9,NaN,0.664108126,0.982813282,1.232198142,1.137065637,0.538962122,0.864341732
4,Pons-3,saline,FOV2,PT,209,10,NaN,1.840480561,1.972301018,1.284051222,1.402135231,1.433338895,1.406641081
4,Pons-3,psilocybin,FOV1,PT,1,1,NaN,1.443350576,1.349908226,1.754563895,1.8098434,0.822626397,0.745870182
4,Pons-3,psilocybin,FOV1,PT,38,2,NaN,0.607375271,0.854330052,1.22972973,1.828571429,0.493909561,0.467211747
4,Pons-3,psilocybin,FOV1,PT,52,3,NaN,0.720840981,0.528950442,1.161290323,1.372294372,0.620724178,0.385449691
4,Pons-3,psilocybin,FOV1,PT,86,4,NaN,0.725846821,0.700817621,1.412337662,1.448275862,0.513932922,0.483897881
4,Pons-3,psilocybin,FOV1,PT,109,5,NaN,1.173035208,0.944435174,1.351923077,1.411471322,0.867678959,0.669113966
4,Pons-3,psilocybin,FOV1,PT,135,6,NaN,1.087935925,0.547305189,1.697916667,1.842696629,0.640747539,0.297013182
4,Pons-3,psilocybin,FOV1,PT,183,7,NaN,0.385449691,0.342065743,1.833333333,1.708333333,0.210245286,0.200233606
4,Pons-3,psilocybin,FOV1,PT,208,8,NaN,1.114633739,1.36659436,1.27480916,1.4625,0.874353412,0.934423494
4,Pons-3,psilocybin,FOV1,PT,226,9,NaN,0.840981145,0.697480394,1.115044248,1.247761194,0.754213249,0.558985483
4,Pons-3,psilocybin,FOV1,PT,250,10,NaN,0.622392792,0.547305189,1.412878788,1.525581395,0.440513933,0.358751877
4,Pons-3,psilocybin,FOV2,PT,1,1,NaN,0.632404472,0.702486234,1.348754448,1.202857143,0.46888036,0.584014684
4,Pons-3,psilocybin,FOV2,PT,42,2,NaN,0.604038044,0.754213249,1.837563452,1.661764706,0.328716836,0.45386284
4,Pons-3,psilocybin,FOV2,PT,68,3,NaN,0.986150509,1.221424996,1.519280206,1.316546763,0.649090606,0.927749041
4,Pons-3,psilocybin,FOV2,PT,85,4,NaN,0.498915401,0.774236609,1.533333333,1.605536332,0.32537961,0.482229267
4,Pons-3,psilocybin,FOV2,PT,110,5,NaN,0.35541465,0.645753379,1.521428571,1.339100346,0.233605874,0.482229267
4,Pons-3,psilocybin,FOV2,PT,166,6,NaN,0.473886201,0.757550476,1.441624365,1.923728814,0.328716836,0.393792758
4,Pons-3,psilocybin,FOV2,PT,220,7,NaN,1.540130152,1.174703821,1.559121622,1.330812854,0.987819122,0.882696479
4,Pons-3,psilocybin,FOV2,PT,235,8,NaN,1.204738862,1.570165193,1.357142857,1.468018721,0.887702319,1.069581178
4,Pons-3,psilocybin,FOV2,PT,247,9,NaN,1.193058568,1.086267312,1.505263158,1.35908142,0.792591357,0.79926581
4,Pons-3,psilocybin,FOV2,PT,273,10,NaN,0.951109628,0.834306691,1.570247934,1.312335958,0.605706658,0.635741699
4,Pons-3,psilocybin,FOV1,PT,1,1,NaN,1.173035208,1.198064408,1.076569678,1.1636953,1.089604539,1.029534457
4,Pons-3,psilocybin,FOV1,PT,15,2,NaN,0.857667278,1.11963958,1.187066975,1.224452555,0.722509595,0.914400133
4,Pons-3,psilocybin,FOV1,PT,38,3,NaN,0.6858001,1.193058568,1.230538922,1.399217221,0.55731687,0.852661438
4,Pons-3,psilocybin,FOV1,PT,55,4,NaN,0.512264308,0.834306691,1.715083799,1.831501832,0.298681795,0.455531453
4,Pons-3,psilocybin,FOV1,PT,86,5,NaN,0.488903721,1.388286334,1.279475983,1.899543379,0.382112465,0.730852661
4,Pons-3,psilocybin,FOV1,PT,106,6,NaN,0.377106624,0.921074587,1.248618785,1.769230769,0.302019022,0.520607375
4,Pons-3,psilocybin,FOV1,PT,128,7,NaN,0.700817621,1.193058568,1.135135135,1.48340249,0.617386951,0.80427165
4,Pons-3,psilocybin,FOV1,PT,149,8,NaN,1.722009011,1.640246955,1.617554859,1.521671827,1.064575338,1.077924245
4,Pons-3,psilocybin,FOV1,PT,169,9,NaN,2.559652928,1.727014851,1.725534308,1.443514644,1.483397297,1.196395795
4,Pons-3,psilocybin,FOV1,PT,180,10,NaN,1.044551977,1.094610379,1.429223744,1.515011547,0.730852661,0.722509595
4,Pons-3,psilocybin,FOV2,PT,1,1,NaN,1.024528617,0.984481896,1.444705882,1.446078431,0.709160687,0.68079426
4,Pons-3,psilocybin,FOV2,PT,36,2,NaN,1.685299516,1.381611881,1.389270977,1.248868778,1.213081929,1.106290672
4,Pons-3,psilocybin,FOV2,PT,61,3,NaN,1.096278992,1.114633739,1.493181818,1.145797599,0.734189888,0.972801602
4,Pons-3,psilocybin,FOV2,PT,82,4,NaN,0.999499416,0.871016186,1.35214447,1.186363636,0.739195728,0.734189888
4,Pons-3,psilocybin,FOV2,PT,127,5,NaN,1.93892875,1.526781245,1.638928068,1.384266263,1.183046888,1.102953446
4,Pons-3,psilocybin,FOV2,PT,149,6,NaN,1.436676122,1.705322877,1.371019108,1.29040404,1.047889204,1.321541799
4,Pons-3,psilocybin,FOV2,PT,161,7,NaN,1.3716002,1.301518438,1.207048458,1.12716763,1.136325713,1.154680461
4,Pons-3,psilocybin,FOV2,PT,181,8,NaN,2.045720007,1.807108293,1.524875622,1.322344322,1.341565159,1.36659436
4,Pons-3,psilocybin,FOV2,PT,201,9,NaN,1.695311196,1.441681962,1.468208092,1.156626506,1.154680461,1.246454197
4,Pons-3,psilocybin,FOV2,PT,217,10,NaN,1.378274654,1.661938929,1.332258065,1.412765957,1.034540297,1.176372435
4,Pons-3,saline,FOV1,PT,1,1,NaN,0.842649758,1.198064408,1.311688312,1.354716981,0.642416152,0.884365093
4,Pons-3,saline,FOV1,PT,56,2,NaN,1.01117971,0.91773736,1.361797753,1.300236407,0.742532955,0.705823461
4,Pons-3,saline,FOV1,PT,101,3,NaN,2.362756549,1.905556483,1.890520694,1.712143928,1.249791423,1.112965126
4,Pons-3,saline,FOV1,PT,140,4,NaN,1.114633739,1.136325713,1.292069632,1.474025974,0.862673119,0.770899383
4,Pons-3,saline,FOV1,PT,163,5,NaN,1.373268814,1.26314033,1.355848435,1.318815331,1.012848323,0.957784081
4,Pons-3,saline,FOV1,PT,184,6,NaN,1.733689304,1.798765226,1.238379023,1.420289855,1.399966628,1.266477557
4,Pons-3,saline,FOV1,PT,199,7,NaN,2.059068914,2.095778408,1.582051282,1.482880756,1.301518438,1.413315535
4,Pons-3,saline,FOV1,PT,218,8,NaN,1.24311697,1.668613382,1.316254417,1.45137881,0.944435174,1.14967462
4,Pons-3,saline,FOV1,PT,231,9,NaN,1.48006007,1.962289338,1.231944444,1.509627728,1.201401635,1.299849825
4,Pons-3,saline,FOV1,PT,244,10,NaN,1.436676122,1.338227933,1.540250447,1.357021997,0.932754881,0.986150509
4,Pons-3,saline,FOV2,PT,1,1,NaN,2.648089438,2.489571166,2.039845758,1.907928389,1.298181211,1.304855665
4,Pons-3,saline,FOV2,PT,18,2,NaN,1.852160854,1.895544802,1.686930091,1.651162791,1.097947606,1.148006007
4,Pons-3,saline,FOV2,PT,47,3,NaN,1.555147672,1.344902386,1.64084507,1.529411765,0.947772401,0.879359252
4,Pons-3,saline,FOV2,PT,73,4,NaN,1.600200234,1.198064408,1.379856115,1.17512275,1.159686301,1.019522777
4,Pons-3,saline,FOV2,PT,84,5,NaN,0.46387452,0.525613215,1.494623656,1.666666667,0.310362089,0.315367929
4,Pons-3,saline,FOV2,PT,123,6,NaN,1.126314033,0.964458535,1.310679612,1.105162524,0.859335892,0.872684799
4,Pons-3,saline,FOV2,PT,133,7,NaN,1.14967462,0.847655598,1.304924242,1.104347826,0.881027866,0.767562156
4,Pons-3,saline,FOV2,PT,153,8,NaN,1.173035208,0.67078258,1.623556582,1.225609756,0.722509595,0.547305189
4,Pons-3,saline,FOV2,PT,171,9,NaN,1.23811113,0.842649758,1.416030534,1.139954853,0.874353412,0.739195728
4,Pons-3,saline,FOV2,PT,190,10,NaN,0.882696479,0.477223427,1.560471976,1.217021277,0.565659937,0.392124145
5,STR-1,psilocybin,FOV1,IT,1,1,NaN,1.293175371,1.00617387,1.129737609,1.129213483,1.14466878,0.891039546
5,STR-1,psilocybin,FOV1,IT,38,2,NaN,1.211413316,0.947772401,1.14511041,1.071698113,1.057900884,0.884365093
5,STR-1,psilocybin,FOV1,IT,92,3,NaN,1.573502419,0.896045386,1.108108108,1.185430464,1.419989988,0.755881862
5,STR-1,psilocybin,FOV1,IT,115,4,NaN,0.901051226,0.876022026,1.040462428,1.037549407,0.866010345,0.844318371
5,STR-1,psilocybin,FOV1,IT,158,5,NaN,0.715835141,0.977807442,1.131926121,1.174348697,0.632404472,0.832638078
5,STR-1,psilocybin,FOV1,IT,182,6,NaN,1.411646921,1.057900884,1.347133758,1.315352697,1.047889204,0.80427165
5,STR-1,psilocybin,FOV1,IT,222,7,NaN,1.029534457,0.727515435,1.123861566,1.079207921,0.916068747,0.674119806
5,STR-1,psilocybin,FOV1,IT,244,8,NaN,0.498915401,0.480560654,1.027491409,1.017667845,0.485566494,0.472217587
5,STR-1,psilocybin,FOV1,IT,266,9,NaN,0.937760721,0.832638078,1.060377358,1.068522484,0.884365093,0.77924245
5,STR-1,psilocybin,FOV1,IT,283,10,NaN,1.780410479,1.131319873,1.335419274,1.212880143,1.333222092,0.932754881
5,STR-1,psilocybin,FOV2,IT,1,1,NaN,1.60353746,1.00617387,1.773062731,1.643051771,0.904388453,0.612381111
5,STR-1,psilocybin,FOV2,IT,58,2,NaN,2.361087936,1.555147672,2.2074883,1.795761079,1.069581178,0.866010345
5,STR-1,psilocybin,FOV2,IT,105,3,NaN,1.094610379,1.047889204,1.863636364,1.648293963,0.587351911,0.635741699
5,STR-1,psilocybin,FOV2,IT,127,4,NaN,2.588019356,1.203070249,2.485576923,1.716666667,1.041214751,0.700817621
5,STR-1,psilocybin,FOV2,IT,146,5,NaN,1.58851994,1.114633739,2.029850746,1.582938389,0.782579676,0.704154847
5,STR-1,psilocybin,FOV2,IT,163,6,NaN,2.242616386,2.881695311,2.34965035,2.327493261,0.954446855,1.23811113
5,STR-1,psilocybin,FOV2,IT,189,7,NaN,2.813282163,2.399466044,2.260053619,2.06017192,1.244785583,1.164692141
5,STR-1,psilocybin,FOV2,IT,215,8,NaN,0.720840981,0.894376773,1.301204819,1.484764543,0.553979643,0.602369431
5,STR-1,psilocybin,FOV2,IT,232,9,NaN,2.774904055,1.670281996,2.818644068,1.850277264,0.984481896,0.90271984
5,STR-1,psilocybin,FOV2,IT,247,10,NaN,3.669280828,1.873852828,3,1.956445993,1.223093609,0.957784081
5,STR-1,saline,FOV1,IT,1,1,NaN,1.294843985,0.840981145,1.156482861,1.047817048,1.11963958,0.802603037
5,STR-1,saline,FOV1,IT,39,2,NaN,1.645252795,1.196395795,1.238693467,1.138095238,1.328216252,1.051226431
5,STR-1,saline,FOV1,IT,57,3,NaN,1.426664442,0.752544635,1.361464968,1.086746988,1.047889204,0.692474554
5,STR-1,saline,FOV1,IT,84,4,NaN,1.957283497,1.24311697,1.261290323,1.221311475,1.551810446,1.017854163
5,STR-1,saline,FOV1,IT,114,5,NaN,1.585182713,1.209744702,1.312154696,1.176948052,1.208076089,1.027865843
5,STR-1,saline,FOV1,IT,135,6,NaN,2.351076256,1.91890539,1.280909091,1.277777778,1.835474721,1.501752044
5,STR-1,saline,FOV1,IT,152,7,NaN,0.795928583,0.820957784,1.094036697,1.027139875,0.727515435,0.79926581
5,STR-1,saline,FOV1,IT,181,8,NaN,0.747538795,0.787585516,1.24099723,1.051224944,0.602369431,0.749207409
5,STR-1,saline,FOV1,IT,203,9,NaN,1.840480561,1.963957951,1.293083236,1.378220141,1.423327215,1.424995828
5,STR-1,saline,FOV1,IT,227,10,NaN,0.847655598,1.987318538,1.064989518,1.29175705,0.795928583,1.538461538
5,STR-1,saline,FOV2,IT,1,1,NaN,1.57850826,1.940597364,1.288828338,1.239872068,1.224762223,1.565159353
5,STR-1,saline,FOV2,IT,32,2,NaN,2.688136159,2.829968296,2.018796992,2,1.331553479,1.414984148
5,STR-1,saline,FOV2,IT,61,3,NaN,1.605206074,1.418321375,1.622259696,1.480836237,0.989487736,0.957784081
5,STR-1,saline,FOV2,IT,82,4,NaN,2.379442683,1.827131654,2.26709062,2.077798861,1.049557817,0.879359252
5,STR-1,saline,FOV2,IT,106,5,NaN,0.639078925,0.520607375,1.185758514,1.142857143,0.538962122,0.455531453
5,STR-1,saline,FOV2,IT,138,6,NaN,0.555648256,0.881027866,1.393305439,1.216589862,0.398798598,0.724178208
5,STR-1,saline,FOV2,IT,162,7,NaN,0.338728517,0.68079426,1.45,1.446808511,0.233605874,0.470548974
5,STR-1,saline,FOV2,IT,195,8,NaN,2.96012014,2.664775572,1.592459605,1.66008316,1.858835308,1.605206074
5,STR-1,saline,FOV2,IT,215,9,NaN,0.919405974,1.12965126,1.861486486,1.401656315,0.493909561,0.805940264
5,STR-1,saline,FOV2,IT,249,10,NaN,2.94510262,2.539629568,2.328496042,1.862913097,1.264808944,1.363257133
5,STR-1,saline,FOV1,IT,1,1,NaN,1.443350576,1.306524278,2.363387978,2.344311377,0.610712498,0.55731687
5,STR-1,saline,FOV1,IT,42,2,NaN,0.91773736,0.899382613,1.371571072,1.773026316,0.669113966,0.507258468
5,STR-1,saline,FOV1,IT,71,3,NaN,0.56232271,0.602369431,1.225454545,1.219594595,0.45886868,0.493909561
5,STR-1,saline,FOV1,IT,94,4,NaN,2.044051393,1.548473219,1.142723881,1.123486683,1.788753546,1.378274654
5,STR-1,saline,FOV1,IT,133,5,NaN,0.6858001,0.587351911,1.201754386,1.165562914,0.570665777,0.503921241
5,STR-1,saline,FOV1,IT,174,6,NaN,1.591857167,1.436676122,1.8,1.529307282,0.884365093,0.939429334
5,STR-1,saline,FOV1,IT,194,7,NaN,1.239779743,1.081261472,1.404536862,1.14893617,0.882696479,0.941097948
5,STR-1,saline,FOV1,IT,214,8,NaN,1.403303854,1.388286334,1.534671533,1.581749049,0.914400133,0.877690639
5,STR-1,saline,FOV1,IT,230,9,NaN,5.382946771,4.703821125,1.326480263,1.252332297,4.058067746,3.756048724
5,STR-1,saline,FOV1,IT,247,10,NaN,0.642416152,0.32537961,1.206896552,1.13372093,0.532287669,0.287001502
5,STR-1,saline,FOV2,IT,1,1,NaN,0.725846821,0.69581178,1.124031008,1.212209302,0.645753379,0.574003004
5,STR-1,saline,FOV2,IT,31,2,NaN,0.976138829,0.939429334,1.236786469,1.397022333,0.78925413,0.672451193
5,STR-1,saline,FOV2,IT,64,3,NaN,1.198064408,2.244284999,1.244367418,1.399583767,0.962789922,1.60353746
5,STR-1,saline,FOV2,IT,87,4,NaN,1.324879026,1.254797263,1.364261168,1.342857143,0.971132988,0.934423494
5,STR-1,saline,FOV2,IT,104,5,NaN,1.046220591,0.999499416,1.137931034,1.117537313,0.919405974,0.894376773
5,STR-1,saline,FOV2,IT,128,6,NaN,1.364925747,0.89270816,1.197657394,1.183628319,1.13966294,0.754213249
5,STR-1,saline,FOV2,IT,147,7,NaN,0.989487736,1.418321375,1.078181818,1.162790698,0.91773736,1.219756382
5,STR-1,saline,FOV2,IT,163,8,NaN,1.399966628,1.888870349,1.230205279,1.259176863,1.137994327,1.500083431
5,STR-1,saline,FOV2,IT,183,9,NaN,0.595694977,0.585683297,1.098461538,1.13592233,0.542299349,0.515601535
5,STR-1,saline,FOV2,IT,210,10,NaN,1.079592858,1.448356416,1.111683849,1.229461756,0.971132988,1.178041048
5,STR-1,psilocybin,FOV2,IT,1,1,NaN,2.139162356,2.069080594,1.868804665,1.673414305,1.14466878,1.236442516
5,STR-1,psilocybin,FOV2,IT,20,2,NaN,1.506757884,1.087935925,1.567708333,1.417391304,0.961121308,0.767562156
5,STR-1,psilocybin,FOV2,IT,58,3,NaN,1.641915568,1.535124312,1.247148289,1.225033289,1.316535959,1.25312865
5,STR-1,psilocybin,FOV2,IT,75,4,NaN,1.223093609,0.982813282,1.221666667,1.141472868,1.001168029,0.861004505
5,STR-1,psilocybin,FOV2,IT,98,5,NaN,0.91773736,0.896045386,1.300236407,1.237327189,0.705823461,0.724178208
5,STR-1,psilocybin,FOV2,IT,121,6,NaN,0.936092107,0.664108126,1.269230769,1.028423773,0.737527115,0.645753379
5,STR-1,psilocybin,FOV2,IT,134,7,NaN,0.625730018,0.512264308,1.136363636,1.009868421,0.550642416,0.507258468
5,STR-1,psilocybin,FOV2,IT,157,8,NaN,1.096278992,1.029534457,1.25862069,1.095914742,0.871016186,0.939429334
5,STR-1,psilocybin,FOV2,IT,173,9,NaN,0.625730018,0.508927082,1.179245283,1.15530303,0.530619056,0.440513933
5,STR-1,psilocybin,FOV2,IT,190,10,NaN,0.824295011,0.837643918,1.1678487,1.138321995,0.705823461,0.735858502
5,STR-1,psilocybin,FOV3,IT,1,1,NaN,0.77924245,0.560654096,1.179292929,1.030674847,0.660770899,0.543967963
5,STR-1,psilocybin,FOV3,IT,34,2,NaN,1.513432338,1.510095111,1.395384615,1.319241983,1.084598698,1.14466878
5,STR-1,psilocybin,FOV3,IT,70,3,NaN,1.47004839,1.354914066,1.265804598,1.232169954,1.161354914,1.099616219
5,STR-1,psilocybin,FOV3,IT,91,4,NaN,1.827131654,1.401635241,1.540084388,1.35483871,1.186384115,1.034540297
5,STR-1,psilocybin,FOV3,IT,107,5,NaN,0.859335892,0.996162189,1.45480226,1.275641026,0.590689137,0.780911063
5,STR-1,psilocybin,FOV3,IT,129,6,NaN,0.452194227,0.495578175,1.278301887,1.08,0.353746037,0.45886868
5,STR-1,psilocybin,FOV3,IT,149,7,NaN,1.440013349,1.344902386,1.424092409,1.251552795,1.01117971,1.074587018
5,STR-1,psilocybin,FOV3,IT,167,8,NaN,1.530118472,1.491740364,1.20499343,1.318584071,1.269814784,1.131319873
5,STR-1,psilocybin,FOV3,IT,182,9,NaN,0.760887702,0.775905223,1.134328358,1.091549296,0.67078258,0.710829301
5,STR-1,psilocybin,FOV3,IT,200,10,NaN,0.732521275,0.981144669,1.131443299,1.099065421,0.647421992,0.89270816
6,STR2-2,psilocybin,FOV2,IT,1,1,NaN,0.46387452,0.579008844,1.172995781,1.074303406,0.395461372,0.538962122
6,STR2-2,psilocybin,FOV2,IT,36,2,NaN,0.654096446,0.812614717,1.213622291,1.089485459,0.538962122,0.745870182
6,STR2-2,psilocybin,FOV2,IT,54,3,NaN,1.051226431,1.306524278,1.120996441,1.144736842,0.937760721,1.141331553
6,STR2-2,psilocybin,FOV2,IT,70,4,NaN,0.428833639,0.473886201,1.053278689,1.149797571,0.407141665,0.412147505
6,STR2-2,psilocybin,FOV2,IT,97,5,NaN,1.066243951,0.874353412,1.153429603,1.161862528,0.924411814,0.752544635
6,STR2-2,psilocybin,FOV2,IT,135,6,NaN,0.295344569,0.393792758,1.113207547,1.118483412,0.265309528,0.352077424
6,STR2-2,psilocybin,FOV2,IT,163,7,NaN,0.265309528,0.388786918,1.135714286,1.147783251,0.233605874,0.338728517
6,STR2-2,psilocybin,FOV2,IT,194,8,NaN,0.46387452,0.677457033,1.069230769,1.091397849,0.433839479,0.620724178
6,STR2-2,psilocybin,FOV2,IT,212,9,NaN,0.787585516,0.936092107,1.118483412,1.076775432,0.704154847,0.869347572
6,STR2-2,psilocybin,FOV2,IT,230,10,NaN,0.649090606,1.032871684,1.068681319,1.150557621,0.607375271,0.897714
6,STR2-2,saline,FOV1,IT,1,1,NaN,1.765392958,1.460036709,1.277777778,1.223776224,1.381611881,1.193058568
6,STR2-2,saline,FOV1,IT,24,2,NaN,2.701485066,2.197563824,1.435283688,1.387776607,1.882195895,1.5835141
6,STR2-2,saline,FOV1,IT,39,3,NaN,2.446187218,1.3716002,1.313620072,1.323671498,1.862172535,1.03620891
6,STR2-2,saline,FOV1,IT,62,4,NaN,1.148006007,1.002836643,1.06501548,1.080935252,1.077924245,0.927749041
6,STR2-2,saline,FOV1,IT,82,5,NaN,2.327715668,1.595194393,1.181202371,1.183168317,1.970632404,1.348239613
6,STR2-2,saline,FOV1,IT,102,6,NaN,1.686968129,1.396629401,1.196449704,1.123489933,1.409978308,1.24311697
6,STR2-2,saline,FOV1,IT,115,7,NaN,1.980644085,1.618554981,1.386682243,1.203473945,1.428333055,1.344902386
6,STR2-2,saline,FOV1,IT,127,8,NaN,2.207575505,1.681962289,1.425646552,1.315926893,1.548473219,1.278157851
6,STR2-2,saline,FOV1,IT,141,9,NaN,2.379442683,1.908893709,1.560175055,1.400244798,1.525112631,1.363257133
6,STR2-2,saline,FOV1,IT,158,10,NaN,2.367762389,2.299349241,1.473520249,1.414784394,1.606874687,1.625229434
6,STR2-2,saline,FOV2,IT,1,1,NaN,2.060737527,1.840480561,1.358635864,1.287047841,1.516769564,1.430001669
6,STR2-2,saline,FOV2,IT,55,2,NaN,1.908893709,1.985649925,1.347467609,1.349206349,1.416652762,1.471717003
6,STR2-2,saline,FOV2,IT,70,3,NaN,1.419989988,1.107959286,1.525089606,1.355102041,0.931086267,0.817620557
6,STR2-2,saline,FOV2,IT,113,4,NaN,1.783747706,1.720340397,1.339598997,1.393243243,1.331553479,1.234773903
6,STR2-2,saline,FOV2,IT,131,5,NaN,1.214750542,1.354914066,1.176090468,1.176811594,1.032871684,1.151343234
6,STR2-2,saline,FOV2,IT,145,6,NaN,1.311530118,1.25312865,1.145772595,1.155384615,1.14466878,1.084598698
6,STR2-2,saline,FOV2,IT,161,7,NaN,0.976138829,1.039546137,1.105860113,1.124548736,0.882696479,0.924411814
6,STR2-2,saline,FOV2,IT,186,8,NaN,0.55731687,0.755881862,1.084415584,1.110294118,0.513932922,0.68079426
6,STR2-2,saline,FOV2,IT,207,9,NaN,0.866010345,1.349908226,1.090336134,1.218373494,0.79425997,1.107959286
6,STR2-2,saline,FOV2,IT,223,10,NaN,1.072918405,1.091273152,1.097269625,1.068627451,0.977807442,1.02119139
6,STR2-2,saline,FOV1,IT,1,1,NaN,0.722509595,0.687468713,1.151595745,1.131868132,0.627398632,0.607375271
6,STR2-2,saline,FOV1,IT,21,2,NaN,1.12464542,1.36659436,1.404166667,1.429319372,0.800934423,0.956115468
6,STR2-2,saline,FOV1,IT,46,3,NaN,0.692474554,0.333722676,1.050632911,1.058201058,0.659102286,0.315367929
6,STR2-2,saline,FOV1,IT,77,4,NaN,0.528950442,0.657433673,1.174074074,1.119318182,0.450525613,0.587351911
6,STR2-2,saline,FOV1,IT,112,5,NaN,0.55731687,0.532287669,1.67839196,1.340336134,0.332054063,0.397129985
6,STR2-2,saline,FOV1,IT,145,6,NaN,0.353746037,0.398798598,1.308641975,1.106481481,0.270315368,0.360420491
6,STR2-2,saline,FOV1,IT,191,7,NaN,0.56232271,0.563991323,1.225454545,1.093851133,0.45886868,0.515601535
6,STR2-2,saline,FOV1,IT,209,8,NaN,0.879359252,0.785916903,1.467966574,1.449230769,0.599032204,0.542299349
6,STR2-2,saline,FOV1,IT,262,9,NaN,1.837143334,1.635241115,1.542016807,1.426491994,1.191389955,1.146337394
6,STR2-2,saline,FOV1,IT,277,10,NaN,0.774236609,0.737527115,1.183673469,1.175531915,0.654096446,0.627398632
6,STR2-2,saline,FOV2,IT,1,1,NaN,0.342065743,0.43884532,1.433566434,1.341836735,0.238611714,0.327048223
6,STR2-2,saline,FOV2,IT,52,2,NaN,3.038544969,3.113632571,1.637589928,1.601716738,1.855498081,1.94393459
6,STR2-2,saline,FOV2,IT,76,3,NaN,0.657433673,0.639078925,1.35862069,1.473076923,0.483897881,0.433839479
6,STR2-2,saline,FOV2,IT,124,4,NaN,2.928416486,2.873352244,1.634078212,1.541629364,1.792090773,1.863841148
6,STR2-2,saline,FOV2,IT,143,5,NaN,0.692474554,0.777573836,1.217008798,1.204134367,0.568997163,0.645753379
6,STR2-2,saline,FOV2,IT,193,6,NaN,1.291506758,1.179709661,1.599173554,1.391732283,0.807608877,0.847655598
6,STR2-2,saline,FOV2,IT,243,7,NaN,0.587351911,0.822626397,1.197278912,1.311170213,0.490572334,0.627398632
6,STR2-2,saline,FOV2,IT,285,8,NaN,1.496746204,1.231436676,1.512647555,1.215815486,0.989487736,1.012848323
6,STR2-2,saline,FOV2,IT,302,9,NaN,1.24812281,1.309861505,1.191082803,1.209553159,1.047889204,1.082930085
6,STR2-2,saline,FOV2,IT,318,10,NaN,0.874353412,0.91773736,1.043824701,1.076320939,0.837643918,0.852661438
6,STR2-2,psilocybin,FOV1,IT,1,1,NaN,1.052895044,1.456699483,1.325630252,1.403536977,0.79425997,1.037877524
6,STR2-2,psilocybin,FOV1,IT,55,2,NaN,0.981144669,1.414984148,1.204918033,1.220143885,0.814283331,1.159686301
6,STR2-2,psilocybin,FOV1,IT,75,3,NaN,0.832638078,0.599032204,1.155092593,1.128930818,0.720840981,0.530619056
6,STR2-2,psilocybin,FOV1,IT,135,4,NaN,1.516769564,1.181378275,1.334801762,1.202037351,1.136325713,0.982813282
6,STR2-2,psilocybin,FOV1,IT,149,5,NaN,0.542299349,0.765893542,1.160714286,1.06744186,0.467211747,0.717503754
7,STR2,psilocybin,FOV1,IT,1,1,NaN,2.232604705,2.469547806,1.879213483,1.778846154,1.188052728,1.388286334
7,STR2,psilocybin,FOV1,IT,21,2,NaN,2.202569665,2.502920073,1.771812081,1.82038835,1.24311697,1.374937427
