mouse_id,sex,treatment,genotype,cell_id,branch_id,multibranch_id,soma_depth,fov,day_-3,day_-1,day_1,day_3
KO 3041,m,saline,ko,cell1,cell1_2,cell1_2,720,FOV5-1,0,0.131300936,-0.025958346,-0.034108059
KO 823,f,saline,ko,cell2,cell2_1,NA,520,FOV5-1,0,0.132055138,0.059703947,0.210167084
KO 823,f,saline,ko,cell1,cell1_1,cell1_1,820,FOV6-1,0,-0.025153218,0.058674472,-0.067032686
KO 823,f,saline,ko,cell1,cell1_2,cell1_2,820,FOV9-1,0,0.031425726,-0.064520853,-0.010748594
KO 823,f,saline,ko,cell3,cell3_1,cell3_1,730,FOV11-1,0,0.012539683,-0.014666667,0.051587302
KO 823,f,saline,ko,cell3,cell3_2,cell3_2,730,FOV12-1,0,-0.238600963,-0.06393373,-0.025828377
KO 823,f,saline,ko,cell3,cell3_3,cell3_3,730,FOV16-1,0,0.052020841,0.079870499,0.044380751
KO 823,f,saline,ko,cell5,cell5_1,cell5_1,670,FOV21-1,0,-0.001518372,-0.115060655,-0.099801718
KO 823,f,saline,ko,cell5,cell5_2,cell5_2,670,FOV23-1,0,-0.030438451,-0.096510828,0.007062721
KO 823,f,saline,ko,cell5,cell5_3,cell5_3,670,FOV25-1,0,0.009480673,-0.108684521,0.137383139
KO 823,f,saline,ko,cell9,cell9_1,cell9_1,660,FOV31-1,0,-0.08200594,-0.080157474,0.015459923
KO 823,f,saline,ko,cell9,cell9_2,cell9_2,660,FOV32-1,0,0.075239859,0.079153341,0.109156708
KO 823,f,saline,ko,cell9,cell9_3,cell9_3,660,FOV34-1,0,0.051729819,-0.03354384,0.355161999
KO 823,f,saline,ko,cell9,cell9_4,cell9_4,660,FOV35-1,0,0.073525117,-0.010274115,0.038947764
KO 823,f,saline,ko,NA,NA,NA,NA,FOV39-1,0,-0.08505789,-0.047937235,-0.016330112
KO 834,m,saline,ko,NA,NA,NA,NA,FOV1-1,0,-0.035572356,0.035424114,-0.074486157
KO 834,m,saline,ko,NA,NA,NA,NA,FOV2-1,0,-0.040185185,-0.04040404,-0.076936027
KO 834,m,saline,ko,NA,NA,NA,NA,FOV4-1,0,-0.008633655,0.027697321,0.007935071
C57 1-2,f,psilocybin,c57,cell6,cell6_1,NA,660,FOV7-1,0,-0.059795673,0.001987796,0.014368444
C57 1-2,f,psilocybin,c57,NA,NA,NA,NA,FOV7-2,0,-0.019855596,0.023691336,0.102286402
C57 1-2,f,psilocybin,c57,cell5,cell5_1,NA,550,FOV9-1,0,-0.075579211,0.015529117,0.020601127
C57 1-2,f,psilocybin,c57,cell4,cell4_1,cell4_1,580,FOV10-1,0,0.003003767,0.038326428,-0.038275761
C57 1-2,f,psilocybin,c57,cell3,cell3_1,cell3_1,650,FOV12-1,0,-0.089759825,-0.104069931,-0.073101637
C57 1-2,f,psilocybin,c57,cell2,cell2_1,NA,560,FOV13-1,0,-0.126502404,0.015187937,0.009411105
C57 1-2,f,psilocybin,c57,cell3,cell3_2,cell3_2,650,FOV13-2,0,-0.127830138,-0.157918969,-0.110691092
C57 1-2,f,psilocybin,c57,NA,NA,NA,NA,FOV14-1,0,-0.059017871,-0.010341893,0.237593232
C57 1-2,f,psilocybin,c57,cell9,cell9_1,NA,680,FOV18-1,0,-0.125262789,0.187806587,-0.099759736
C57 1-2,f,psilocybin,c57,cell8,cell8_1,cell8_1,550,FOV20-1,0,0.014740493,-0.044306232,-0.155084851
C57 1-2,f,psilocybin,c57,cell3,cell3_3,cell3_3,650,FOV21-1,0,-0.087934028,-0.031376165,0.045200893
